Grid,Column,Row,Afroaster erucifolius,Alepidea natalensis,Alepidea setifera,Alepidea thodei,New alternate anthospermum,Anthospermum herbaceum,Anthospermum hispidulum,Anthospermum round,Anthoxanthum ecklonii,Arctotis arctoides,Argyrolobium marginatum,Athrixia fontana,Berkheya multijuga,Bulbostylis humulis,Bupleurum mundii,Carex killickii,Carex zuluensis,Cerastium arabidis,Commelina orchid,Corycium dracomontanum,Cotula hispida,Crassula lanceolata,Crassula natans,Crassula peploides,Crassula setulosa,Crassula tuberella,Craterocapsa tarsodes,Delosperma obtusum,Disa cephalotes,Disa fragrans,Dragon plant,Erica woodii,Erica woody white stem,Eumorphia prostrata,Felicia rosulata,Festuca caprina,Festuca costata,Festuca scabra,Ficinia stolonifera,Gazania krebsiana,Geranium multisectum,Geum capense,Glumicalyx lesuticus,Glumicalyx nutans,Glumicaylx flanaganii,Gnidia baurii,Grey daisy,Grey feathery daisy,Heichrysum trilineatum,Helichrysum albo-brunneum,Helichrysum bellum,Helichrysum flanaganii,Helichrysum gold flat inflorescence,Helichrysum linneatum,Helichrysum monticola,Helichrysum sessiloides,Helichrysum sp.1,Helichrysum subglomeratum,Hesperantha baurii,Hirpicium armerioides,Irid sandpaper,Isolepis sp.,Kniphofia ritualis,Limosella vesiculosa,Lobelia preslii,Long stalk 3 vein,Luzula africana,Merxmuellera drakensbergensis,Morph irid,Ornithogalum cf. juncifolium ,Oxalis obliquifolia,Pentameris airoides,Poa binata,Psammotropha mucronata,Purple bottom aster,Red stem herb,Romulea thodei,Ruschia sp.,Satyrium longicauda,Scabiosa columbaria,Sebaea sedoides,Senecio achilleifolius,Senecio asperulus,Senecio gramineus,Senecio harveianus,Senecio hastatus,Senecio macrocephalus,Senecio midvein,Senecio Sp1.,Senecio speciosus,Square-leaf morea,Succulent albuca,Succulent thistle,Tenaxia disticha,Thesium sp.,Ursinia montana,Wirey morea,Woody gazania,Wurmbea burttii,Zaluzianskya Sp.1
1,A,1,0.5,,0.5,,,,0.5,,,,,,,0.5,,,0.5,,,,,,,,1,,0.5,,,,,,,,,,0.5,3,25,0.5,,,,,,,,,,,,,,,,,,2,0.5,,,,,,,,,,,0.5,0.5,,,0.5,,,0.5,,,,,,,,,0.5,0.5,,,,,0.5,,2,,,,,,
1,B,1,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,,,,,,,,,,,5,,,,,,,,,,,,0.5,,,,,,
1,C,1,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,0.5,0.5,0.5,,,,,,,,,2,,8,40,,,,,,,,,,,0.5,,,,,,,,3,0.5,,,,,,,,,,,0.5,0.5,0.5,,,,,0.5,,,0.5,,2,,,,,0.5,,,,,0.5,,1,,,,,,
1,D,1,1,,0.5,,0.5,,,,0.5,,,,,0.5,0.5,,0.5,,,,,,,,,,,,,,,,,,,,0.5,15,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,0.5,0.5,3,,,,0.5,,,0.5,,10,,,,0.5,,,,,,0.5,,15,,0.5,,,,
1,A,2,0.5,,,,,,,,,,,,,0.5,,,0.5,,,,,,,,0.5,,0.5,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,0.5,,,,,,0.5,,0.5,,,8,,,,0.5,0.5,,,,,,,0.5,,,,,,
1,B,2,0.5,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,0.5,0.5,,,,,,,,,,,,0.5,10,,,,,,,,,,,,,,,,,,,1,0.5,,,,,,,,,,,0.5,0.5,,,,,,,,,,,20,,,,0.5,,,,,,,,0.5,,0.5,,,,
1,C,2,2,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,1,0.5,0.5,,,,,,,,,,,0.5,30,,,,,,,,,,,,,,,,,,,1,0.5,,,,,,,,,5,,,0.5,0.5,,,,,0.5,,,0.5,,,,,,0.5,0.5,,,,,,,1,,0.5,,,,
1,D,2,3,,,,,,,,,,,,,0.5,,,,,,,,0.5,,,0.5,0.5,0.5,,,,,,,,,,0.5,10,5,0.5,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,1,0.5,,,,,0.5,,,,,1,,,,0.5,0.5,,,,,,,2,,0.5,,,,
1,A,3,,,,,,,,,,,,,,0.5,0.5,,1,,,,,,,,0.5,0.5,0.5,,,,,,,,,,,20,20,0.5,,,,,,,,,,0.5,,,,,,,,0.5,0.5,,,,,,,,,,,0.5,0.5,2,,,,,0.5,,0.5,,,0.5,,,,1,0.5,,,,,,,2,,,,,,
1,B,3,0.5,,,,,,,,,,,,,0.5,0.5,,0.5,,,,,,,,0.5,0.5,0.5,,,,,,,,,,,5,20,0.5,,,,,,,,,,,,,,,,,,1,,,,,,,,,,15,,0.5,1,0.5,0.5,,,,0.5,,0.5,,,0.5,,,,0.5,,,,,,,,0.5,,,,,,
1,C,3,0.5,,0.5,,0.5,,,,,,,,,0.5,,,,,,,,,,,0.5,1,0.5,,,,,,,,,,,25,20,,,,,,,,,,,,0.5,,,,,,,0.5,0.5,,,,,,,,,5,,,,0.5,,,,,0.5,,,,,,,,,0.5,0.5,,,,,,,,,0.5,,,,
1,D,3,0.5,,,,,,0.5,,,,,,,0.5,,,,,,,,,,,0.5,0.5,0.5,,,,,,,,,5,,5,,,,,,,,,,,,0.5,0.5,,,,,,,0.5,0.5,,,,,,,,,,,,0.5,2,,,,,,,0.5,,,0.5,,,,2,,,,,,,,,,0.5,,,,
1,A,4,,,,,,,20,,,,,,,0.5,,,2,,,,,,,,0.5,,2,,,,,,,,,,0.5,1,2,0.5,,,,,,,,,,0.5,,,0.5,,,,0.5,0.5,0.5,,,,,,,,,20,,0.5,0.5,0.5,0.5,0.5,,,0.5,,0.5,,,,,,,1,0.5,,,,,,,,,,,,,
1,B,4,,,0.5,,0.5,,,,,,,,,0.5,,,2,,,,,,,,2,,1,,,,,,,,,0.5,,0.5,2,,,,,,,,,,,,,,,,,,,2,0.5,,,,,,,,,1,,0.5,1,2,,0.5,,,0.5,,0.5,,,,0.5,,,0.5,0.5,,,,,0.5,,,,,,,,
1,C,4,0.5,,,,0.5,,,,,,,,,0.5,,,,,,,,,,,0.5,,0.5,,,,,,,,,,0.5,,15,,,,,,,,,,,0.5,,,,,,,0.5,0.5,0.5,,,,,,,,,20,,,0.5,2,,,,,0.5,,0.5,,,,,,,0.5,0.5,,,,,,,,,0.5,,,,
1,D,4,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,0.5,10,,,,,,,,,,,,0.5,,,,,,,0.5,0.5,,,,,,,,,0.5,,,,,,,,,0.5,,,,,20,,,,0.5,,,,,,0.5,,,,,,,,
1,A,5,0.5,,,,,,,,,,0.5,,,0.5,,,0.5,,,,,,,,0.5,,0.5,,,,,,,,,,0.5,2,,0.5,,,,,,,,,,,,,,,,,,1,0.5,,,,,,,,,40,,0.5,0.5,3,,,,,0.5,,0.5,,,,,,,1,0.5,,,,,,,,,,,,,
1,B,5,0.5,,,,,,,,,,,,,0.5,,,3,,,,,,,,1,0.5,,,,,,,,,,,,0.5,2,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,30,,0.5,1,1,,1,,,0.5,,0.5,,,,,,,0.5,,,,,,0.5,,,,,,,,
1,C,5,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,,,4,5,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,10,,0.5,,4,,0.5,,,0.5,,,,,0.5,,,,1,0.5,,,,,0.5,,,,,,,,
1,D,5,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,,,,,,0.5,,,,,40,,,,0.5,0.5,,,,,0.5,,,,,,,,
1,A,6,0.5,,,,,,,,,,,,,0.5,,,2,,,,,,,,0.5,,0.5,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,,0.5,,,0.5,,,,,,,,,1,,,,,,0.5,,,,,,,,
1,B,6,2,,,,,,,,,,,,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,,,,,,0.5,,,,,,,,,0.5,,,,,,0.5,,,,,,,,
1,C,6,0.5,,,,,,,,,,0.5,,,0.5,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,0.5,,0.5,,,,,,,,2,,,,0.5,,,,,,0.5,,,,,,,,
1,D,6,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,0.5,1,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
1,A,7,,,,,0.5,,,,,,,,,0.5,,,0.5,,,,,,,,0.5,,,,,,,,,,,,0.5,,,,,,,,,,,,,0.5,,,,,,,,,0.5,,,,,,,,,0.5,,,1,,,,,,0.5,,0.5,,,8,,,,1,,,,,,0.5,,,,,,,,
1,B,7,,,,,,,0.5,,,,,,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,0.5,,,0.5,,,,,,,,,,0.5,,,,,,,,,,,,,
1,C,7,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,0.5,0.5,,,0.5,,,,,,,,,,,,0.5,,,,,,,,,,,,,,
1,D,7,0.5,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,0.5,,0.5,,,,,,,,20,,,,,,,,,,0.5,,,,,,,,
1,A,8,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,0.5,,0.5,,,,0.5,,,,,,,,,0.5,,,,,,0.5,,,,,,,,
1,B,8,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,0.5,,,,,0.5,,,,,,,,
1,C,8,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,
1,D,8,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,1,,,,,,,,,,0.5,,,,,,,,
1,A,9,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,0.5,,,,,,,,
1,B,9,0.5,,,,,,5,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,0.5,,,,,0.5,,,,,,,,,,,,,,,0.5,,,,0.5,,,,
1,C,9,0.5,,,,,,15,,,,,,,0.5,,,0.5,,,,,,,,0.5,,,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,,,,,0.5,,,,,,,,
1,D,9,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,0.5,,,,,,0.5,,,0.5,,0.5,,,20,,,,0.5,,,,,,0.5,,,,,,,0.5,
1,A,10,0.5,,0.5,,,,,,,,0.5,,,0.5,,,0.5,,,,0.5,,,,,,,,,,,,,,,,,1,,0.5,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,2,,,,,0.5,,0.5,,,,,,,,0.5,,,,,0.5,,2,,,,,,
1,B,10,0.5,,0.5,,,,,,,,,,,0.5,,,0.5,,,,,,,,,0.5,0.5,,,,,,,,0.5,,,1,,0.5,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,0.5,,,,2,,0.5,,,0.5,,,,0.5,,,,,,0.5,,,,,0.5,,,,,,,,
1,C,10,0.5,,0.5,,,,,,,,0.5,,,0.5,0.5,,1,,,,,,,,,0.5,,,,,,,,,,,,1,,0.5,,,,,,,,,,,,,,,,,,2,0.5,,,,,,,,,,,,0.5,2,,0.5,,,0.5,,0.5,,,,,,,,0.5,,,,,0.5,,,,2,,,,
1,D,10,0.5,,0.5,,,,0.5,,,,,,,0.5,,,1,,,,,,,,,,,,,,,,,,,,0.5,1,,0.5,,,,,,,,,,,,,,,,,,1,0.5,,,,,,,,,5,,,0.5,0.5,0.5,0.5,,,0.5,,,0.5,,3,,,,,,,,,,0.5,,,,,,,,
1,A,11,,,0.5,,0.5,,2,,,,0.5,,,0.5,0.5,,1,,,,0.5,,,,,,0.5,,,,,,,,,15,,0.5,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,0.5,,0.5,1,,,0.5,,0.5,0.5,,,,,,,0.5,,,,,0.5,,2,,1,,,,
1,B,11,0.5,,0.5,,,,0.5,,,,0.5,,,0.5,,,0.5,,,,,,,,,,0.5,,,,,,,,0.5,1,,2,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.5,,,0.5,,0.5,,,,,,,,0.5,,,,,0.5,,15,0.5,0.5,,,,
1,C,11,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,,,0.5,,,,,,,,,1,,0.5,,0.5,,,,,,,,,,,0.5,,,,,,,0.5,,,,,,,,,,,,,0.5,5,0.5,0.5,,,0.5,,,,,,,,,,0.5,,,,,0.5,,0.5,,0.5,,,,
1,D,11,0.5,,0.5,,0.5,,,,,,,,,0.5,,,0.5,,,,0.5,,,,0.5,,0.5,,,,,,,,,0.5,,0.5,,0.5,,,,,,,,,,,1,,,,0.5,,,0.5,,,,,,,,,0.5,20,,,0.5,,,0.5,,,0.5,,,0.5,,,,,,,0.5,,,,,,,0.5,0.5,1,,,,
1,A,12,,,0.5,,1,,,,,,0.5,,,0.5,0.5,,2,,,,0.5,,,,,,0.5,,,,,,,,,2,0.5,1,,0.5,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,0.5,,,0.5,4,,0.5,,,0.5,,0.5,0.5,,,,,,,0.5,,,,,,,5,,1,,,,
1,B,12,,,0.5,,,,,,,,,,,0.5,,,0.5,,,,1,,,,,,,,,,,,,,,0.5,,5,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,0.5,1,,0.5,,,0.5,,0.5,0.5,,,,,,,0.5,,,,,,,20,,0.5,,,,
1,C,12,0.5,,0.5,,,,,,,,,,,0.5,,,0.5,,,,1,,,,,0.5,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,0.5,1,,0.5,,,0.5,,,0.5,,,,,,,0.5,,,,,,,1,,0.5,,,,
1,D,12,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,0.5,,,,,,,,,,,,,0.5,,0.5,,,0.5,,,0.5,,,,,,,0.5,,,,,,,2,,,,,,
1,A,13,,,0.5,,0.50.5,,1,,,,,0.5,,0.5,0.5,,1,0.5,,,0.5,,,,,,,,,,,,,,,0.5,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,1,1,1,0.5,,,0.5,,0.5,1,,,,,,0.5,0.5,,,,,,,0.5,0.5,1,,,,
1,B,13,,,1,,0.5,,,,,,0.5,0.5,,0.5,0.5,,0.5,,,,0.5,,,,,,,,,,,,,,,0.5,1,15,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,0.5,,,0.5,,3,0.5,,,0.5,,0.5,1,,,,,,,0.5,,,,,,,0.5,,1,,,,
1,C,13,,,0.5,,0.5,,,,0.5,,,,,0.5,0.5,,,,,,0.5,,,,,,,,,,,,,,0.5,20,1,0.5,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,2,,,0.5,1,3,0.5,,,0.5,,0.5,1,,,,,,0.5,0.5,,,,,,,3,,0.5,,,,
1,D,13,,,0.5,,,,,,,,,,,0.5,0.5,,0.5,,,,0.5,,,,,,,,,,,,,,,25,0.5,1,,0.5,,,,,,,,,,,,,,,0.5,,,0.5,,,,,,,,,,1,,,0.5,,1,0.5,,,,,0.5,0.5,,0.5,,,,0.5,1,,,,,,,20,,0.5,,,,
1,A,14,,,0.5,,0.5,,,,,,,,,0.5,0.5,,0.5,,,,,,,,,,,,,,,0.5,,,0.5,1,0.5,3,,0.5,,,,,,,,,,,,,,,,,,1,,,,,,,,0.5,,20,,,0.5,0.5,1,,,,0.5,,,0.5,,,,,,0.5,,,,,,,,3,,1,,,,
1,B,14,,,1,,0.5,,,,,,0.5,1,,0.5,1,,1,,,,0.5,,,,,0.5,0.5,,,,,0.5,,,,3,0.5,15,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,5,,,0.5,5,1,0.5,,,0.5,,0.5,0.5,,,,,,0.5,0.5,,,,,,,1,,2,,,,
1,C,14,,,0.5,,2,,,,0.5,,,0.5,,0.5,2,,,,,,0.5,,,,,,,,,,,1,,,0.5,15,0.5,8,,0.5,,,,,,,,,,,,,,,,,,1,,,,,,,,0.5,,15,,,0.5,,2,0.5,,,,,0.5,0.5,,,,,,,1,,,,,,,5,,3,,,,
1,D,14,,,0.5,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,20,0.5,1,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,5,,,0.5,,0.5,,,,,,,0.5,,0.5,,,,,3,,0.5,,,,,20,0.5,,,,,
2,A,1,,,,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,,,,,,,,,,0.5,0.5,0.5,35,0.5,,,,,,,,,,,,0.5,,,,,,2,0.5,,,,,,,,,,,0.5,,0.5,,,,,0.5,,,,,,,,,0.5,0.5,,,,,,,,,0.5,,,,
2,B,1,,,,,,,,,,,,,,0.5,,,,,,,,,,,0.5,,,,,,,,,,0.5,,,0.5,15,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,,,
2,C,1,,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,,,,,,1,,,,,0.5,0.5,20,0.5,,,,,,,,,0.5,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,0.5,,,,,0.5,,,,0.5,,,,
2,D,1,,,0.5,0.5,,,,,0.5,,,,,0.5,,,,,,,,,,,,0.5,,,,,,0.5,,,,,,0.5,3,0.5,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,0.5,,,,0.5,,,,,25,,,,,0.5,,,,,0.5,,0.5,,0.5,,,,
2,D,2,,,,,,,,,,,,,,0.5,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,0.5,5,0.5,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,0.5,,0.5,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,5,,,,
2,C,2,,,0.5,,0.5,,,,,,,,,0.5,,,0.5,,,,,,,,,0.5,,,,,,,,,,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,1,0.5,,,,,,,,,,,,,0.5,,0.5,,,0.5,,,,,,,,,0.5,0.5,,,,,0.5,,,,0.5,,,,
2,B,2,,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,25,0.5,,,,,,,,,,,,,,,,,,3,0.5,,,,,,,,,,,,,0.5,0.5,,,,0.5,,,,,,,,,,0.5,,,,,0.5,,,,0.5,,,,
2,A,2,,,,,,,,,,,,,,0.5,,,0.5,,,,,,,,0.5,,,,,,,,,,,0.5,0.5,1,15,0.5,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0.5,,,,,0.5,,,,,,,,,0.5,,,,,,0.5,,,,0.5,,,,
2,A,3,,,,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,,,,,,0.5,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,0.5,0.5,,,,,0.5,,,,,,,,
2,B,3,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,1,,,,,0.5,,,,,,,,,,,,,,,0.5,,,,,,,,
2,C,3,,,0.5,,,,,,,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,,,0.5,0.5,30,0.5,,,,,,,,,,,,,,,,,,1,0.5,,,,,,,,,,,0.5,,,,0.5,,,0.5,,,,,,,,,,0.5,,,,,0.5,,,,0.5,,,,
2,D,3,,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,,,,,,,,,,0.5,0.5,,1,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,,,,,,0.5,,,,,,,,,0.5,0.5,,,,,,,0.5,,0.5,,,,
2,D,4,,,0.5,,0.5,,,,0.5,,,,,0.5,,,0.5,,,,,,,,,,,,,,,,,,,1,1,,2,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,0.5,1,0.5,0.5,,,0.5,,,0.5,,,,,,,0.5,,,,,0.5,,,,0.5,,,,
2,C,4,,,,0.5,,,,,,,,,,0.5,,,0.5,,,,,,,,0.5,0.5,,,,,,0.5,,,,1,3,,,0.5,,,,,,,,,,,,,,,2,,,0.5,0.5,,,,,,,,0.5,,,,0.5,0.5,,,,,0.5,,,0.5,,,,,,,1,,,,,,,,,0.5,,,,
2,B,4,,,0.5,,,,,,,,,,,0.5,,,0.5,,,,,,,,,0.5,,,,,,,,,0.5,0.5,0.5,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,0.5,,,,0.5,0.5,0.5,0.5,,,0.5,,,0.5,,,,,,,0.5,,,,,0.5,,1,,0.5,,,,
2,A,4,,,0.5,,0.5,,,,,,,,,0.5,,,0.5,,,,,,,,0.5,,,,,,,0.5,,,0.5,2,1,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,0.5,,,0.5,,,,0.5,,,0.5,,,0.5,,,,,,,1,,,,,0.5,,1,,0.5,,,,
2,A,5,,,,0.5,,,,,,,,,,0.5,0.5,,0.5,,,,,,,,,,,,,,,,,,,5\25,20,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,0.5,,,,0.5,,10,0.5,,,,,,0.5,,,,,,,0.5,,,,,0.5,,1,0.5,,,,,
2,B,5,,,0.5,0.5,,,,,,,,,,0.5,,,,,,,,,,,,0.5,0.5,,,,,,,,,10,25,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,0.5,0.5,,,0.5,,,0.5,,,,,,,0.5,,,,,,,0.5,,,,,,
2,C,5,,,0.5,1,,,,,,,,,,0.5,1,,0.5,,,,,,,,,,,,,,,,,,,30,10,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,10,,,,,,,0.5,,,,,,,0.5,,,,,,,,0.5,,,,,
2,D,5,,,0.5,0.5,,,,,,,,,,0.5,0.5,,0.5,0.5,,,,,,,,,0.5,,,,,,,,,2,30,,,0.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,,,,0.5,,3,,,,,,,,,,,,,,0.5,,,,,,,0.5,,0.5,,,,
2,E,1,0.5,,,,,,,,,,,,,0.5,,,1,,,,,,,,,0.5,,,,,,,,,,,1,1,0.5,0.5,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,0.5,,0.5,0.5,,,,0.5,,,,,50,,,,,,,,,,0.5,,0.5,,,,,,
2,F,1,0.5,,,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,
2,G,1,,,,,,,,,,,,,,0.5,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,0.5,,,,,,,,,,,0.5,0.5,,1,,,,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,
2,H,1,0.5,,0.5,,,,,,,,,,,0.5,1,,,,,,,,,,,0.5,0.5,,,,,,,,,0.5,,0.5,25,,,,,,,,,,0.5,,,,,,,,,2,0.5,,,,,,,,,,,0.5,,,1,,,,0.5,,,,,,,,,,0.5,,,,,,,,,,,,,
2,E,2,,,,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,,,,,,,,,,0.5,,,20,0.5,,,,,,,,,,,,,,,,,,3,0.5,,,,,,,,,,,0.5,,0.5,,,,,0.5,,,,,10,,,,,0.5,,,,,0.5,,,,,,,,
2,F,2,,,,,,,,,,,,,,0.5,,,0.5,,,,,,,,0.5,0.5,,,,,,,,,,0.5,0.5,1,15,,,,,,,,,,2,,,,,,,,,0.5,0.5,,,,,,,,,,,,,0.5,,0.5,,,0.5,,,,,1,,,,,0.5,,,,,0.5,,,,,,,,
2,G,2,0.5,,0.5,,,,,,,,,,,0.5,0.5,,,,,,,,,,0.5,0.5,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,1,0.5,,,,,,,,,,,,,,0.5,,,,0.5,,,,,10,,,,,,,,,,0.5,,,,,,,,
2,H,2,,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,,,,,,,,,,0.5,,0.5,,,,,,,,,,,15,,,,,,,,,0.5,0.5,,,,,,,,,,,0.5,,,2,2,,,,,,,,10,,,,,,,,,,0.5,,0.5,,,,,,
2,E,3,,,0.5,,,,,,,,,,,0.5,,,1,,,,,,,,0.5,0.5,,,,,,,,,,,,0.5,3,0.5,,,,,,,,,,,,,,,,,,1,0.5,,,,,,,,,,,,0.5,0.5,0.5,0.5,,,0.5,,,,0.5,10,,,,,0.5,,,,,0.5,,,,0.5,,,,
2,F,3,0.5,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,,,,,,,,,0.5,2,0.5,1,0.5,,,,,,,,,,,,,,,,,,,2,0.5,,,,,,,,,,,,,3,1,,,,0.5,,,,0.5,8,,,,,0.5,,,,,0.5,,0.5,,,,,,
2,G,3,0.5,,1,,,,,,,,,,,0.5,,,0.5,,,,,,,,0.5,0.5,0.5,,,,,0.5,,,0.5,,0.5,1,0.5,0.5,,,,,,,,,,,,,,,,,,2,0.5,,,,,,,,,,,0.5,0.5,,,,,,0.5,,,,0.5,20,,,,,0.5,,,,,0.5,,1,,,,,,
2,H,3,0.5,,0.5,,,,,,,,,,,0.5,,,,,,,,,,,0.5,0.5,,,,,,,,,0.5,1,,,0.5,,,,,,,,,,20,,,,,,,,,1,0.5,,,,,,,,,,,,,3,,0.5,,,0.5,,,,0.5,,,,,,0.5,,,,,0.5,,,,,,,,
