Sample ID,Date,Grid,Cell,Species,Height (cm),Wet mass (mg),Chlorofil,Thickness (mm),FTT,Width at tear (mm),Number of leaves weighed,Dry mass (mg),Area (cm2),SLA,Image reference,Notes,
929,18/11/2023,6,G7,Poa binnata,15,94.1,,0.19,5.78,3.63,1,34,4.022,0.118294118,BG_20231118_013,,
930,18/11/2023,6,H20,Tenaxia disticha,27,76.1,,0.22,13.01,0.68,1,36.1,2.311,0.06401662,BG_20231118_013,,
931,18/11/2023,6,A1,Poa binnata,7,43.3,,0.14,13.22,3.9,1,16.8,2.034,0.121071429,BG_20231118_014,,
932,18/11/2023,6,E13,Festuca caprina,24,36.9,,0.21,5.51,0.34,1,16.6,1.163,0.070060241,BG_20231118_014,,
933,18/11/2023,6,A4,Tenaxia disticha,29,64.8,,0.18,7.65,0.51,1,32,2.952,0.09225,BG_20231118_014,,
934,18/11/2023,6,D5,Merxmuellera drakensbergensis,17,70.9,,0.58,33.47,0.72,1,48.8,1.297,0.026577869,BG_20231118_015,,
935,18/11/2023,6,E4,Poa binnata,21,99.9,,0.19,17.22,4.56,1,38.5,4.386,0.113922078,BG_20231118_015,,
936,18/11/2023,6,G4,Pentameris airoides,3,5.2,,0.1,3.67,0.46,1,2,0.353,0.1765,BG_20231118_015,,
937,18/11/2023,6,B5,Festuca caprina,20,32.8,,0.3,5.61,0.37,1,16.1,1.173,0.072857143,BG_20231118_016,,
938,18/11/2023,6,A13,Poa binnata,7,37.8,,0.17,11.05,3.55,1,12.3,2.071,0.168373984,BG_20231118_016,,
939,18/11/2023,6,C7,Merxmuellera drakensbergensis,34,131.1,,0.96,22.57,0.92,1,91.9,2.422,0.026354733,BG_20231118_016,,
940,18/11/2023,6,F11,Crassula setulosa,2,23.7,,0.59,,,6,1.7,0.549,0.322941176,BG_20231118_017,3 leaves weighed 6 found on scan ,
941,18/11/2023,6,F2,Helichrysum subglomeratum,2,18.5,,0.25,,,1,4.4,0.711,0.161590909,BG_20231118_017,,
942,18/11/2023,6,A7,Gazania krebsiana,9,70.9,,0.9,,,1,13.4,1.5,0.111940299,BG_20231118_017,,
943,18/11/2023,6,F20,Ficinia stolonifera,6,6.2,,0.32,,,1,2.5,0.251,0.1004,BG_20231118_018,,
944,18/11/2023,6,G1,Scabiosa columbaria,1,16.1,,0.24,,,1,2.9,0.66,0.227586207,BG_20231118_018,,
945,18/11/2023,6,C15,Geranium multisectum ,5,78.4,,0.37,,,1,26.2,2.303,0.087900763,BG_20231118_018,,
946,18/11/2023,6,B2,Senecio macrocephalus,0.5,276.9,,1.75,,,1,21.8,4.759,0.218302752,BG_20231118_019,,
947,18/11/2023,6,F20,Craterocapsa tarsodes,2,8.8,,0.19,,,2,1.5,0.523,0.348666667,BG_20231118_019,,
948,18/11/2023,6,H2,Alepidea natalensis,3,164.5,,0.94,,,1,28.4,5.766,0.203028169,BG_20231118_019,,
949,18/11/2023,6,G19,Kniphofia ritualis,10,584.3,,1.27,,,1,79.2,7.379,0.093169192,BG_20231118_020,,
950,18/11/2023,6,D2,Craterocapsa tarsodes,0.5,6,,0.14,,,4,1.5,0.309,0.206,BG_20231118_020,,
951,18/11/2023,6,F5,Senecio macrocephalus,0.5,256.4,,1.62,,,1,22.2,3.671,0.16536036,BG_20231118_020,,
952,18/11/2023,6,F12,Helichrysum monticola,0.5,15.1,,0.13,,,1,3.1,0.837,0.27,BG_20231118_021,,
953,18/11/2023,6,E19,Wurmbea elatior,2,37.4,,0.48,,,1,5.9,1.278,0.216610169,BG_20231118_021,,
954,18/11/2023,6,D2,Scabiosa columbaria,1,30.6,,0.47,,,1,6.2,0.784,0.126451613,BG_20231118_021,,
955,18/11/2023,6,E19,Senecio macrocephalus,6,405.8,,1.25,,,1,30.4,6.815,0.224177632,BG_20231118_022,,
956,18/11/2023,6,H2,Gazania krebsiana,4,34.8,,0.57,,,1,8.6,0.964,0.112093023,BG_20231118_022,,
957,18/11/2023,6,C19,Crassula setulosa,2,45.1,,0.6,,,6,6.6,0.539,0.081666667,BG_20231118_022,,
958,18/11/2023,6,C19,Eumorphia prostrata,11,6.7,,0.57,,,2,2.4,0.153,0.06375,BG_20231118_023,,
959,18/11/2023,6,B20,Senecio macrocephalus,5,528.5,,0.51,,,1,44.3,8.819,0.199074492,BG_20231118_023,,
960,18/11/2023,6,H20,Helichrysum subglomeratum,2,31.4,,0.18,,,1,6,1.225,0.204166667,BG_20231118_023,,
961,18/11/2023,6,A19,Limosella vesiculosa,0.5,7.2,,0.27,,,3,1.2,0.27,0.225,BG_20231118_024,,
962,18/11/2023,6,F20,Senecio macrocephalus,3,486,,1.33,,,1,34.4,8.874,0.257965116,BG_20231118_024,,
963,18/11/2023,6,C1,Eumorphia prostrata,16,6.7,,0.49,,,3,2.2,0.21,0.095454545,BG_20231118_024,,
964,18/11/2023,6,H20,Craterocapsa tarsodes,0.5,5.3,,0.2,,,2,1.2,0.338,0.281666667,BG_20231118_025,,
965,18/11/2023,6,E1,Senecio macrocephalus,1,298.6,,1.05,,,1,26.2,4.382,0.167251908,BG_20231118_025,,
966,18/11/2023,6,B2,Scabiosa columbaria,3,49.4,,0.45,,,1,11.1,2.171,0.195585586,BG_20231118_025,,
967,18/11/2023,6,E15,Limosella vesiculosa,0.5,6.8,,0.26,,,3,1.6,0.252,0.1575,BG_20231118_026,2 leaves weighed,
968,18/11/2023,6,B20,Bherkeya multijuga,0.5,200.4,,1.16,,,1,32.2,3.652,0.113416149,BG_20231118_026,,
969,18/11/2023,6,H20,Cotula hispida,3,30,,0.13,,,1,3.3,1.817,0.550606061,BG_20231118_026,,
970,18/11/2023,6,F2,Senecio macrocephalus,4,487.7,,0.74,,,1,43.6,6.486,0.148761468,BG_20231118_027,,
971,18/11/2023,6,D20,Felicia rosulata,4,11.4,,0.18,,,1,1.5,0.359,0.239333333,BG_20231118_027,,
972,18/11/2023,6,G19,Wurmbea elatior,2,19.8,,0.4,,,1,4,0.423,0.10575,BG_20231118_027,,
973,18/11/2023,6,H20,Oxalis obliquifolia,0.5,9.5,,0.27,,,1,1,0.431,0.431,BG_20231118_028,,
974,18/11/2023,6,G19,Cotula hispida,2,32.6,,0.19,,,1,4.8,0.927,0.193125,BG_20231118_028,,
975,18/11/2023,6,G19,Oxalis obliquifolia,0.5,9.9,,0.19,,,1,0.5,0.457,0.914,BG_20231118_028,1 piece weighed,
976,18/11/2023,6,H2,Felicia rosulata,0.5,170.1,,0.52,,,1,36.5,3.561,0.097561644,BG_20231118_029,,
977,18/11/2023,6,B2,Limosella vesiculosa,0.5,5.9,,0.28,,,2,1.7,0.231,0.135882353,BG_20231118_029,,
978,18/11/2023,6,B2,Helichrysum subglomeratum,3,29.4,,0.29,,,1,7.8,1.163,0.149102564,BG_20231118_029,,
979,18/11/2023,6,E11,Gazania krebsiana,3,12.9,,0.61,,,1,3.7,0.301,0.081351351,BG_20231118_030,,
980,18/11/2023,6,B16,Bherkeya multijuga,12,452.8,,0.51,,,1,113.8,7.786,0.068418278,BG_20231118_030,,
981,18/11/2023,6,G9,Felicia rosulata,0.5,156.9,,0.42,,,1,24.4,4.38,0.179508197,BG_20231118_030,,
982,18/11/2023,6,C1,Felicia rosulata,1,82.9,,0.72,,,1,11.3,1.605,0.142035398,BG_20231118_031,,
983,18/11/2023,6,C17,Guem Capense,2,1874.4,,0.75,,,1,523,30.355,0.058040153,BG_20231118_031,,
984,18/11/2023,6,B20,Crassula setulosa,1,23.7,,0.8,,,6,4.5,0.396,0.088,BG_20231118_031,,
985,18/11/2023,6,G1,Senecio macrocephalus,3,615.2,,0.52,,,1,53.3,9.452,0.177335835,BG_20231118_032,,
986,18/11/2023,6,E1,Felicia rosulata,0.5,32.4,,0.7,,,1,8.1,0.562,0.069382716,BG_20231118_032,,
987,18/11/2023,6,F8,Eumorphia prostrata,11,5.4,,0.3,,,2,2.4,0.143,0.059583333,BG_20231118_032,,
988,18/11/2023,6,E1,Scabiosa columbaria,1,36.4,,0.18,,,1,7.4,1.144,0.154594595,BG_20231118_033,,
989,18/11/2023,6,B20,Poa binnata,4,9.8,,0.07,6.94,2.92,1,3.4,0.712,0.209411765,BG_20231118_033,,
990,18/11/2023,6,A11,Eumorphia prostrata,21,6.4,,0.29,,,2,2.9,0.154,0.053103448,BG_20231118_033,,
991,18/11/2023,6,E7,Helichrysum subglomeratum,3,12.6,,0.13,,,1,4.2,0.682,0.162380952,BG_20231118_034,,
992,18/11/2023,6,B2,Gazania krebsiana,3.5,20,,0.33,,,1,6,0.537,0.0895,BG_20231118_034,,
993,18/11/2023,6,F2,Pentameris airoides,2,6.3,,0.04,2.79,0.6,2,2.3,0.367,0.159565217,BG_20231118_034,,
994,18/11/2023,6,D2,Helichrysum subglomeratum,2,10.1,,0.1,,,1,,0.447,#DIV/0!,BG_20231118_035,EMPTY,
995,18/11/2023,6,C19,Bulbostylis humilis,0.5,5.4,,0.07,,,14,1,0.26,0.26,BG_20231118_035,13 leaves weighed ,
996,18/11/2023,6,E1,Eumorphia prostrata,20,6.2,,0.53,,,2,2.5,0.133,0.0532,BG_20231118_035,,
997,18/11/2023,6,G1,Felicia rosulata,0.5,136.8,,0.61,,,1,30.6,2.227,0.072777778,BG_20231118_036,,
998,18/11/2023,6,C1,Gazania krebsiana,2,14.1,,0.18,,,1,3.6,0.404,0.112222222,BG_20231118_036,,
999,18/11/2023,6,B12,Felicia rosulata,0.5,160.1,,0.5,,,1,26.5,3.317,0.125169811,BG_20231118_036,,
1000,18/11/2023,6,C9,Senecio macrocephalus,7,1019.4,,0.6,,,1,75.9,18.961,0.249815547,BG_20231118_037,,
1001,18/11/2023,6,F2,Delosperma obtusum,1,167.8,,1.55,,,6,9.6,1.374,0.143125,BG_20231118_037,,
1002,18/11/2023,6,G1,Eumorphia prostrata,2,7.8,,0.54,,,2,3.5,0.185,0.052857143,BG_20231118_037,,
1003,18/11/2023,6,G19,Senecio macrocephalus,2,390.7,,0.74,,,1,36.1,5.572,0.15434903,BG_20231118_038,,
1004,18/11/2023,6,B2,Gnidia baurii,3,6.1,,0.25,,,5,2.7,0.279,0.103333333,BG_20231118_038,,
1005,18/11/2023,6,G17,Eumorphia prostrata,21,5.9,,0.41,,,2,3.2,0.148,0.04625,BG_20231118_038,,
1006,18/11/2023,6,F20,Gazania krebsiana,14,109.1,,0.47,,,1,27,2.455,0.090925926,BG_20231118_039,,
1007,18/11/2023,6,A19,Geranium multisectum ,5,63.6,,0.14,,,1,22.1,2.446,0.110678733,BG_20231118_039,7 pieces on scan….,
1008,18/11/2023,6,D16,Senecio achilleifolius,12,20.1,,0.33,,,1,5.3,0.429,0.080943396,BG_20231118_039,,
1009,18/11/2023,6,G13,Crassula setulosa,2,25.5,,0.78,,,6,1.5,0.515,0.343333333,BG_20231118_040,2 leaves weighed ,
1010,18/11/2023,6,A19,Senecio macrocephalus,5,383.2,,0.35,,,1,22.3,7.895,0.354035874,BG_20231118_040,,
1011,18/11/2023,6,E19,Geranium multisectum ,4,7.7,,0.07,,,2,2.2,0.552,0.250909091,BG_20231118_040,,
1012,18/11/2023,6,A15,Senecio macrocephalus,4,291.3,,0.21,,,1,14.9,6.778,0.454899329,BG_20231118_041,,
1013,18/11/2023,6,E17,Crassula setulosa,0.5,35.6,,0.64,,,6,5.7,0.625,0.109649123,BG_20231118_041,,
1014,18/11/2023,6,D20,Senecio macrocephalus,5,663,,0.63,,,1,57.8,11.216,0.194048443,BG_20231118_041,,
1015,18/11/2023,6,A17,Bherkeya multijuga,10,2076.1,,0.35,,,1,405.6,25.328,0.062445759,BG_20231118_042,Leaf was folded area might be affected,
1016,18/11/2023,6,F20,Helichrysum monticola,4,37.7,,0.15,,,1,7.2,2.324,0.322777778,BG_20231118_042,,
1017,18/11/2023,6,D8,Ficinia stolonifera,5,23.2,,0.18,,,1,9.1,0.609,0.066923077,BG_20231118_042,,
1018,18/11/2023,6,D12,Wurmbea elatior,0.5,11.2,,0.17,,,1,2,0.259,0.1295,BG_20231118_043,,
1019,18/11/2023,6,E1,Craterocapsa tarsodes,0.5,6,,0.1,,,5,1.5,0.397,0.264666667,BG_20231118_043,4 leaves weighed,
1020,18/11/2023,6,C4,Cotula hispida,3,20.2,,0.08,,,1,4.3,0.644,0.149767442,BG_20231118_043,,
1021,18/11/2023,6,H5,Eumorphia prostrata,26,6.2,,0.47,,,3,3.6,0.204,0.056666667,BG_20231118_044,,
1022,18/11/2023,6,A1,Senecio macrocephalus,3,833.6,,1,,,1,64.5,10.091,0.156449612,BG_20231118_044,,
1023,18/11/2023,6,A1,Psammotropha mucronata,2,7.1,,0.08,,,14,1.3,0.351,0.27,BG_20231118_044,10 leaves weighed,
1024,18/11/2023,6,A1,Scabiosa columbaria,1,39.3,,0.19,,,1,9.5,1.475,0.155263158,BG_20231118_045,,
1025,18/11/2023,6,C13,Psammotropha mucronata,0.5,5.3,,0.15,,,9,0.9,0.327,0.363333333,BG_20231118_045,8 leaves weighed,
1026,19/11/2023,7,B19,Poa binnata,6,49.6,,0.17,4.44,3.69,1,17.9,2.243,0.125307263,BG_20231119_001,,
1027,19/11/2023,7,B19,Merxmuellera drakensbergensis,20,30.4,,0.5,3.38,0.56,1,20.3,0.832,0.040985222,BG_20231119_001,,
1028,19/11/2023,7,D19,Festuca costata,13,54,,0.19,1.83,3.04,1,20.3,3.095,0.152463054,BG_20231119_001,,
1029,19/11/2023,7,F19,Festuca caprina,19,15.5,,0.33,4.46,0.17,1,7.9,0.626,0.079240506,BG_20231119_002,,
1030,19/11/2023,7,H19,Festuca costata,10,51.8,,0.15,3.32,3.46,1,20.9,4.123,0.197272727,BG_20231119_002,,
1031,19/11/2023,7,H19,Poa binnata,13,70.9,,0.21,12.96,3.31,1,27.5,3.646,0.132581818,BG_20231119_002,,
1032,19/11/2023,7,D19,Tenaxia disticha,5,3.8,,0.29,0.79,0.15,1,1.1,0.219,0.199090909,BG_20231119_003,,
1033,19/11/2023,7,C13,Merxmuellera drakensbergensis,25,48.4,,0.62,23.5,0.51,1,33,0.908,0.027515152,BG_20231119_003,,
1034,19/11/2023,7,F19,Merxmuellera drakensbergensis,14,86.1,,0.74,24.38,0.58,1,53.9,1.638,0.03038961,BG_20231119_003,,
1035,19/11/2023,7,D9,Tenaxia disticha,12,16.4,,0.14,1.87,1.76,1,6.6,1.052,0.159393939,BG_20231119_004,,
1036,19/11/2023,7,C11,Pentameris airoides,0.5,8.7,,0.09,0.83,2.12,2,3.4,0.638,0.187647059,BG_20231119_004,,
1037,19/11/2023,7,G13,Festuca costata,14,67.1,,0.22,2.07,3.32,1,24.2,4.357,0.180041322,BG_20231119_004,,
1038,19/11/2023,7,D19,Festuca caprina,21,35.5,,0.32,6.93,0.26,1,15.8,1.237,0.078291139,BG_20231119_005,,
1039,19/11/2023,7,H17,Festuca caprina,15,18.1,,0.31,3.32,0.23,1,9.3,0.703,0.075591398,BG_20231119_005,,
1040,19/11/2023,7,F12,Poa binnata,8,44.7,,0.15,7.79,3.09,1,18.3,2.551,0.139398907,BG_20231119_005,,
1041,19/11/2023,7,G19,Senecio Species 1,3,8,,0.21,,,1,2,0.34,0.17,BG_20231119_006,,
1042,19/11/2023,1,D10,Helichrysum bellum ,2,44.5,,0.27,,,1,12.1,1.442,0.119173554,BG_20231119_006,,
1043,19/11/2023,3,E9 ,Glumicalyx,6,13,,0.43,,,1,3.7,0.382,0.103243243,BG_20231119_006,,
1044,19/11/2023,7,G11,Geranium multisectum ,3,20.9,,0.48,,,1,9.8,0.899,0.091734694,BG_20231119_007,6 pieces on scan so not sure about 1 leaf in envelope,
1045,19/11/2023,7,F19,Anthoxanthum ecklonii,1,68.6,,0.16,4.38,5.71,1,22.9,4.462,0.194847162,BG_20231119_007,,
1046,19/11/2023,3,C20,Bulbostylis humilis,1.5,2.1,,0.07,,,8,0.7,0.144,0.205714286,BG_20231119_007,,
1047,19/11/2023,7,F15,Gnidia baurii,12,5.3,,0.24,,,4,1.9,0.203,0.106842105,BG_20231119_008,,
1048,19/11/2023,7,B19,Carex zuluensis,4,18,,0.18,,,1,7.2,1.151,0.159861111,BG_20231119_008,,
1049,19/11/2023,7,H19,Felicia rosulata,0.5,165.2,,0.75,,,1,37.1,3.053,0.082291105,BG_20231119_008,,
1050,19/11/2023,7,H19,Alepedia setifera,2,31.9,,0.32,,,1,7.8,1.052,0.134871795,BG_20231119_009,,
1051,19/11/2023,7,F19,Alepedia natalensis,2,110,,0.33,,,1,22.8,3.774,0.165526316,BG_20231119_009,,
1052,19/11/2023,6,E14,Crassula tuberella,0.5,7,,0.13,,,24,1,0.159,0.159,BG_20231119_009,CHECK SCAN FOR 5 CLUMPS: Can't separate individual leaves - leaves grouped in clumps of 4s or 6s,
1053,19/11/2023,7,D19,Thesium sp.,2.5,8.6,,0.34,,,3,2.5,0.178,0.0712,BG_20231119_010,,
1054,19/11/2023,7,B19,Athrixia fontana,0.5,38.2,,0.26,,,1,6.3,1.072,0.17015873,BG_20231119_010,,
1055,19/11/2023,7,D19,Helichrysum subglomeratum,2,14.1,,0.21,,,1,3.9,0.464,0.118974359,BG_20231119_010,,
1056,19/11/2023,7,H19,Oxalis obliquifolia,1,3,,0.14,,,1,0.2,0.222,1.11,BG_20231119_011,,
1057,19/11/2023,7,H19,Helichrysum subglomeratum,4,18.1,,0.24,,,1,5,0.718,0.1436,BG_20231119_011,,
1058,19/11/2023,7,H19,Cotula hispida,1,5,,0.04,,,1,1.2,0.344,0.286666667,BG_20231119_011,,
1059,19/11/2023,7,F19,Ficinia stolonifera,10,7.4,,0.42,,,1,3.5,0.277,0.079142857,BG_20231119_012,,
1060,19/11/2023,7,D19,Helichrysum monticola,1,13.3,,0.19,,,1,4.1,0.789,0.192439024,BG_20231119_012,,
1061,19/11/2023,7,B19,Alepedia natalensis,3,95.9,,0.23,,,1,17.6,3.734,0.212159091,BG_20231119_012,,
1062,19/11/2023,7,B19,Ficinia stolonifera,6,5.7,,0.27,,,1,3.2,0.188,0.05875,BG_20231119_013,,
1063,19/11/2023,7,H19,Craterocapsa tarsodes,0.5,5.1,,0.19,,,6,1.8,0.309,0.171666667,BG_20231119_013,,
1064,19/11/2023,7,D19,Senecio Species 1,3,26.3,,0.32,,,1,8.2,0.787,0.09597561,BG_20231119_013,,
1065,19/11/2023,7,D19,Carex zuluensis,4,12.8,,0.17,,,1,5.1,0.77,0.150980392,BG_20231119_014,,
1066,19/11/2023,5,H1,Afroaster erucifolius,2,14.3,,0.19,,,1,3.1,0.466,0.150322581,BG_20231119_014,,
1067,19/11/2023,7,D19,Alepedia setifera,1,17.7,,0.21,,,1,4.7,0.644,0.137021277,BG_20231119_014,,
1068,19/11/2023,7,G16,Bherkeya multijuga,3,1382.2,,0.52,,,1,217.5,24.13,0.110942529,BG_20231119_015,,
1069,19/11/2023,1,F10,Romulea thodei,2,14.5,,0.28,,,1,3,0.4,0.133333333,BG_20231119_015,,
1070,19/11/2023,7,D19,Gazania krebsiana,3.5,21.5,,0.26,,,1,5.4,0.475,0.087962963,BG_20231119_015,,
1071,19/11/2023,3,H10,Glumicalyx,10,26.9,,0.3,,,1,5.5,0.898,0.163272727,BG_20231119_016,,
1072,19/11/2023,7,G19,Senecio speciosus,2,113.3,,0.73,,,1,13.7,1.082,0.078978102,BG_20231119_016,,
1073,19/11/2023,7,H19,Senecio macrocephalus,2,345.5,,0.77,,,1,36,4.98,0.138333333,BG_20231119_016,,
1074,19/11/2023,7,B19,Gazania krebsiana,4,58.5,,0.43,,,1,11.7,1.431,0.122307692,BG_20231119_017,,
1075,19/11/2023,7,F9,Felicia rosulata,0.5,64.7,,0.56,,,1,14.8,1.313,0.088716216,BG_20231119_017,,
1076,19/11/2023,3,B20,Romulea thodei,7,5.03,,0.54,,,1,19.5,1.132,0.058051282,BG_20231119_017,,
1077,19/11/2023,7,D12,Ficinia stolonifera,2,8.6,,0.4,,,1,3.6,0.254,0.070555556,BG_20231119_018,,
1078,19/11/2023,7,B19,Helichrysum monticola,3,69.7,,0.22,,,1,13.5,3.679,0.272518519,BG_20231119_018,,
1079,19/11/2023,7,E11,Thesium sp.,5,15.1,,0.31,,,2,6.3,0.292,0.046349206,BG_20231119_018,,
1080,19/11/2023,7,A11,Limosella vesiculosa,0.5,7.5,,0.17,,,3,2,0.316,0.158,BG_20231119_019,,
1081,19/11/2023,7,B15,Carex zuluensis,3,9.9,,0.21,,,1,4.1,0.654,0.159512195,BG_20231119_019,,
1082,19/11/2023,7,B17,Limosella vesiculosa,0.5,6.4,,0.25,,,4,1.8,0.285,0.158333333,BG_20231119_019,,
1083,19/11/2023,7,D15,Rhodohypoxis baurii,1,9.3,,0.52,,,2,2.2,0.298,0.135454545,BG_20231119_020,,
1084,19/11/2023,7,H12,Helichrysum albo-brunneum,2,61.9,,0.52,,,1,13.9,1.583,0.113884892,BG_20231119_020,,
1085,19/11/2023,7,H15,Eumorphia prostrata,6,7.4,,0.37,,,1,2.8,0.216,0.077142857,BG_20231119_020,4 leaves,
1086,19/11/2023,7,A13,Bulbostylis humilis,2,7.3,,0.22,,,8,2.9,0.298,0.102758621,BG_20231119_021,,
1087,19/11/2023,7,F17,Alepedia setifera,7,41.3,,0.19,,,1,12.9,1.621,0.125658915,BG_20231119_021,,
1088,19/11/2023,7,D17,White Sebeae,3,24.4,,0.32,,,1,7.3,0.896,0.122739726,BG_20231119_021,,
1089,19/11/2023,7,H9,Senecio macrocephalus,2,276.5,,0.62,,,1,23.9,4.431,0.18539749,BG_20231119_022,,
1090,19/11/2023,7,B9,Helichrysum subglomeratum,2,15.3,,0.15,,,1,3.4,0.634,0.186470588,BG_20231119_022,,
1091,19/11/2023,7,E13,Helichrysum subglomeratum,2,12.9,,0.19,,,1,3.9,0.479,0.122820513,BG_20231119_022,,
1092,19/11/2023,7,E16,Felicia rosulata,0.5,128.6,,0.59,,,1,39.2,4.842,0.123520408,BG_20231119_023,,
1093,19/11/2023,6,E12,Crassula tuberella,0.5,7.6,,0.49,,,22,1.1,0.228,0.207272727,BG_20231119_023,CHECK SCAN FOR 5 CLUMPS: Can't separate individual leaves - leaves grouped in clumps of 4s or 6s,
1094,19/11/2023,7,E16,Helichrysum monticola,3,50.1,,0.4,,,1,11.5,2.196,0.190956522,BG_20231119_023,,
1095,19/11/2023,7,A16,Sebaea sedoides,1,10.8,,0.29,,,1,3,0.316,0.105333333,BG_20231119_024,,
1096,19/11/2023,7,D19,Erica woodii,3,6.5,,0.13,,,47,2.4,0.399,0.16625,BG_20231119_024,35 leaves weighed but I count 53 pieces,
1097,19/11/2023,1,D1,Afroaster erucifolius,1,9.4,,0.28,,,1,,0.282,#DIV/0!,BG_20231119_024,EMPTY,
1098,19/11/2023,7,B12,Erica woodii,2,7.1,,0.15,,,60,3.6,0.507,0.140833333,BG_20231119_025,,
1099,19/11/2023,1,F10,Bulbostylis humilis,1,2.7,,0.14,,,8,0.6,0.099,0.165,BG_20231119_025,ONLY 6 leaves weighed but 7 coutned on scan,
1100,19/11/2023,1,F10,Afroaster erucifolius,2,40.8,,0.34,,,1,6.9,1.05,0.152173913,BG_20231119_025,,
